,Name,Year,Height,Hometown/HS,Team,mu,sigma
1745,Bianca Hawlish,Fr,6'1,J Serra HS,San Diego City College,25.0,8.33333333333
1746,Bree Reid,Fr,5'5,Sweetwater HS,San Diego City College,25.0,8.33333333333
1747,Brielle McKinnon,Fr,5'10,Highland HS,San Diego City College,25.0,8.33333333333
1748,Elise Sanzeri,Fr,5'10,Bret Harte HS,San Diego City College,25.0,8.33333333333
1749,Isabella Rubio,Fr,5'5,Mar Vista HS,San Diego City College,25.0,8.33333333333
1750,Izzy DeNardi,Fr,5'8,Coronado HS,San Diego City College,25.0,8.33333333333
1751,Julia Ferraro,Fr,5'11,Mercy Burlingame HS,San Diego City College,25.0,8.33333333333
1752,Lyssette Serna,Fr,5'7,Montgomery HS,San Diego City College,25.0,8.33333333333
1753,Malea Weakland,Fr,5'7,Mt Miguel HS,San Diego City College,25.0,8.33333333333
1754,Mariah Wonders,,,,San Diego City College,25.0,8.33333333333
1755,Marissa Thomas,Fr,5'5,Oak Ridge HS,San Diego City College,25.0,8.33333333333
1756,Megan Seyer,R-So,5'8,Lyons Township HS,San Diego City College,25.0,8.33333333333
1757,Shatha Julima,Fr,5'10,Hoover HS,San Diego City College,25.0,8.33333333333
