division,compID,location,date,college,first_name,last_name,playerid,position,result,score
DI,801," Deland, FL ",2/23/18,FAU,Kaila,Dorish,1046,5,0,"21-10, 21-17"
DI,801," Deland, FL ",2/23/18,FAU,Ashlan ,Cunningham,296,5,0,"21-10, 21-17"
DI,801," Deland, FL ",2/23/18,Florida State,Molly,McBain,18,5,1,"21-10, 21-17"
DI,801," Deland, FL ",2/23/18,Florida State,Eva,Torruella,19,5,1,"21-10, 21-17"
DI,802," Deland, FL ",2/23/18,Georgia State,Tiffany,Creamer,405,1,0,"16-21, 21-16, 19-17"
DI,802," Deland, FL ",2/23/18,Georgia State,Brooke,Weiner,467,1,0,"16-21, 21-16, 19-17"
DI,802," Deland, FL ",2/23/18,Stetson,Sunniva,Helland-Hansen,402,1,1,"16-21, 21-16, 19-17"
DI,802," Deland, FL ",2/23/18,Stetson,Carly,Perales,401,1,1,"16-21, 21-16, 19-17"
DI,802," Deland, FL ",2/23/18,Georgia State,Ashley,McGinn,461,2,0,"21-15, 21-16"
DI,802," Deland, FL ",2/23/18,Georgia State,Allie,Elson,462,2,0,"21-15, 21-16"
DI,802," Deland, FL ",2/23/18,Stetson,Darby,Dunn,403,2,1,"21-15, 21-16"
DI,802," Deland, FL ",2/23/18,Stetson,Sammee,Thomas,945,2,1,"21-15, 21-16"
DI,802," Deland, FL ",2/23/18,Georgia State,Olivia,Stasevich,468,3,1,"23-25, 21-15, 15-11"
DI,802," Deland, FL ",2/23/18,Georgia State,Georgia,Johnson,460,3,1,"23-25, 21-15, 15-11"
DI,802," Deland, FL ",2/23/18,Stetson,Rebecca,Ingram,948,3,0,"23-25, 21-15, 15-11"
DI,802," Deland, FL ",2/23/18,Stetson,Quinci,Birker,947,3,0,"23-25, 21-15, 15-11"
DI,802," Deland, FL ",2/23/18,Georgia State,Ashley,Bauchert,1035,4,1,"25-23, 9-21, 15-13"
DI,802," Deland, FL ",2/23/18,Georgia State,Eden,Hawes,1032,4,1,"25-23, 9-21, 15-13"
DI,802," Deland, FL ",2/23/18,Stetson,Samantha,Harris,404,4,0,"25-23, 9-21, 15-13"
DI,802," Deland, FL ",2/23/18,Stetson,Rachel,Noble,778,4,0,"25-23, 9-21, 15-13"
DI,802," Deland, FL ",2/23/18,Georgia State,Amie ,Held,459,5,1,"21-17, 21-17"
DI,802," Deland, FL ",2/23/18,Georgia State,Kate,Novack,463,5,1,"21-17, 21-17"
DI,802," Deland, FL ",2/23/18,Stetson,Alexa,Richardson,892,5,0,"21-17, 21-17"
DI,802," Deland, FL ",2/23/18,Stetson,Katinka,Krahn,946,5,0,"21-17, 21-17"
DI,803," Deland, FL ",2/23/18,Florida State,Victoria,Paranagua,16,1,1,"21-14, 21-14"
DI,803," Deland, FL ",2/23/18,Florida State,Macy,Jerger,15,1,1,"21-14, 21-14"
DI,803," Deland, FL ",2/23/18,South Carolina,Shannon,Williams,121,1,0,"21-14, 21-14"
DI,803," Deland, FL ",2/23/18,South Carolina,Ali,Denney,115,1,0,"21-14, 21-14"
DI,803," Deland, FL ",2/23/18,Florida State,Vanessa,Freire,13,2,0,"24-26, 21-16, 15-10"
DI,803," Deland, FL ",2/23/18,Florida State,Brooke,Kuhlman,12,2,0,"24-26, 21-16, 15-10"
DI,803," Deland, FL ",2/23/18,South Carolina,Katie,Smith,116,2,1,"24-26, 21-16, 15-10"
DI,803," Deland, FL ",2/23/18,South Carolina,Carly,Schneider,119,2,1,"24-26, 21-16, 15-10"
DI,803," Deland, FL ",2/23/18,Florida State,Francesca,Goncalves,14,3,1,"21-14, 21-15"
DI,803," Deland, FL ",2/23/18,Florida State,Sara,Putt,1012,3,1,"21-14, 21-15"
DI,803," Deland, FL ",2/23/18,South Carolina,Leah,Perri,996,3,0,"21-14, 21-15"
DI,803," Deland, FL ",2/23/18,South Carolina,Macie,Tendrich,120,3,0,"21-14, 21-15"
DI,803," Deland, FL ",2/23/18,Florida State,Hailey,Luke,743,4,1,"23-21, 21-11"
DI,803," Deland, FL ",2/23/18,Florida State,Katie,Horton,17,4,1,"23-21, 21-11"
DI,803," Deland, FL ",2/23/18,South Carolina,Jess,Vastine,1211,4,0,"23-21, 21-11"
DI,803," Deland, FL ",2/23/18,South Carolina,Julia,Mannisto,118,4,0,"23-21, 21-11"
DI,803," Deland, FL ",2/23/18,Florida State,Molly,McBain,18,5,1,"21-16, 11-21, 15-12"
DI,803," Deland, FL ",2/23/18,Florida State,Eva,Torruella,19,5,1,"21-16, 11-21, 15-12"
DI,803," Deland, FL ",2/23/18,South Carolina,Franky,Harrison,122,5,0,"21-16, 11-21, 15-12"
DI,803," Deland, FL ",2/23/18,South Carolina,Hannah,Sorensen,997,5,0,"21-16, 11-21, 15-12"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Mackenzie,Redner,539,1,0,"21-17, 21-15"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Savanna,Cary,536,1,0,"21-17, 21-15"
DI,804," Deland, Fl ",2/23/18,FAU,Jessalyn,Kinlaw,299,1,1,"21-17, 21-15"
DI,804," Deland, Fl ",2/23/18,FAU,Gabrielle,Dischler,297,1,1,"21-17, 21-15"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Madison ,Whiting,535,2,1,"21-16, 21-18"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Arielle,Erillo,541,2,1,"21-16, 21-18"
DI,804," Deland, Fl ",2/23/18,FAU,Carly,Scarborough,797,2,0,"21-16, 21-18"
DI,804," Deland, Fl ",2/23/18,FAU,Brittany,Pellitteri,298,2,0,"21-16, 21-18"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Kaitlyn,Sibson,534,3,1,"21-13, 21-18"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Paula,Hoffman,1890,3,1,"21-13, 21-18"
DI,804," Deland, Fl ",2/23/18,FAU,Nicole,Grant,303,3,0,"21-13, 21-18"
DI,804," Deland, Fl ",2/23/18,FAU,Nicole,Navarro,304,3,0,"21-13, 21-18"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Rachel,Cornatzer,537,4,0,"21-6, 21-10"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Stephanie,Bogda,533,4,0,"21-6, 21-10"
DI,804," Deland, Fl ",2/23/18,FAU,Mackenzie,Morris,1044,4,1,"21-6, 21-10"
DI,804," Deland, Fl ",2/23/18,FAU,Erica,Brok,1040,4,1,"21-6, 21-10"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Abigail,O'Ferrell,542,5,0,"21-7, 14-21, 15-10"
DII,804," Deland, Fl ",2/23/18,Eckerd ,Jordan,Duffy,1888,5,0,"21-7, 14-21, 15-10"
DI,804," Deland, Fl ",2/23/18,FAU,Kaila,Dorish,1046,5,1,"21-7, 14-21, 15-10"
DI,804," Deland, Fl ",2/23/18,FAU,Ashlan ,Cunningham,296,5,1,"21-7, 14-21, 15-10"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Jackie,Woods,1498,1,0,"21-19, 17-21, 15-13"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Kat,McCullough,1492,1,0,"21-19, 17-21, 15-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Lauren,Stivrins,234,1,1,"21-19, 17-21, 15-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Jazz,Sweat,1292,1,1,"21-19, 17-21, 15-13"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Sydney,Nelson,1493,2,0,"21-10, 21-13"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Caitlan,Sammons,698,2,0,"21-10, 21-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Annika,Albrecht,242,2,1,"21-10, 21-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Kelly,Hunter,232,2,1,"21-10, 21-13"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Megan,Block,695,3,0,"21-16, 21-14"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Dani,Burke,1486,3,0,"21-16, 21-14"
DI,805," Mesa, Az ",2/23/18,Nebraska,Kenzie,Maloney,236,3,1,"21-16, 21-14"
DI,805," Mesa, Az ",2/23/18,Nebraska,Sami,Slaughter,1289,3,1,"21-16, 21-14"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Kassandra,Renteria,702,4,0,"21-10, 21-15"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Anokina,Mirzapour,696,4,0,"21-10, 21-15"
DI,805," Mesa, Az ",2/23/18,Nebraska,Jasmine,Schmidt,1948,4,1,"21-10, 21-15"
DI,805," Mesa, Az ",2/23/18,Nebraska,Allie,Havers,1293,4,1,"21-10, 21-15"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Hayden,Boucher,1484,5,1,"21-15, 21-13"
NAIA,805," Mesa, Az ",2/23/18,Benedictine,Madison,Peters,1494,5,1,"21-15, 21-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Hayley,Densberger,1294,5,0,"21-15, 21-13"
DI,805," Mesa, Az ",2/23/18,Nebraska,Anezka,Szabo,1290,5,0,"21-15, 21-13"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Sara ,Harding,1172,1,0,"21-7, 21-17"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michelle,Rosas,1181,1,0,"21-7, 21-17"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Viridiana,Serrano,1897,1,1,"21-7, 21-17"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Mikelle,Taylor,1905,1,1,"21-7, 21-17"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Madison,Mader,1174,2,1,"21-23, 21-14, 15-11"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michell,Chavez-Valdivia,1169,2,1,"21-23, 21-14, 15-11"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Britany,Tran,1904,2,0,"21-23, 21-14, 15-11"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Iliana,Mendoza,1895,2,0,"21-23, 21-14, 15-11"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Felipa,Moreno,1177,3,1,"13-21, 31-29, 15-10"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Stephanie,Garcia,1170,3,1,"13-21, 31-29, 15-10"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Hannah,Degrasse,1896,3,0,"13-21, 31-29, 15-10"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Destinee,Blue,1906,3,0,"13-21, 31-29, 15-10"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michelle,Hawkins,1173,4,1,"17-21, 21-15, 15-8"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Bree,Newton,1178,4,1,"17-21, 21-15, 15-8"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Kassandra,Murillo,1900,4,0,"17-21, 21-15, 15-8"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Karissa,Mumford,1899,4,0,"17-21, 21-15, 15-8"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Mia ,Ponce,1180,5,0,"21-12, 21-6"
Community College,806,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Monica ,Campos,1168,5,0,"21-12, 21-6"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Lily,Reissmueller,1901,5,1,"21-12, 21-6"
Community College,806,"Huntington Beach, Ca",2/23/18,Santa Ana College,Stephanie,Huerta,1898,5,1,"21-12, 21-6"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Viridiana,Serrano,1897,1,1,"23-21, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Mikelle,Taylor,1905,1,1,"23-21, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Chelsea,Bostwick,1589,1,0,"23-21, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Megan,Yoon,1592,1,0,"23-21, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Britany,Tran,1904,2,1,"21-17, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Iliana,Mendoza,1895,2,1,"21-17, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Kelsi,Pich,1595,2,0,"21-17, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Camyrne,Sommaripa,1590,2,0,"21-17, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Destinee,Blue,1906,3,1,"21-13, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Hannah,Degrasse,1896,3,1,"21-13, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Taylor,Burke,1593,3,0,"21-13, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Ada,Nadzakova,1594,3,0,"21-13, 21-14"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Karissa,Mumford,1899,4,1,"22-20, 21-11"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Kassandra,Murillo,1900,4,1,"22-20, 21-11"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Paula ,Hicks,1587,4,0,"22-20, 21-11"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Morgan,Tarpley,1596,4,0,"22-20, 21-11"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Lily,Reissmueller,1901,5,1,"21-11, 16-21, 15-5"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Ana College,Stephanie,Huerta,1898,5,1,"21-11, 16-21, 15-5"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Anna,Engel,1597,5,0,"21-11, 16-21, 15-5"
Community College,807,"Huntington Beach, Ca",2/23/18,Santa Monica College,Althea,Roble,1591,5,0,"21-11, 16-21, 15-5"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michelle,Rosas,1181,1,0,"21-14, 17-21, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Sara ,Harding,1172,1,0,"21-14, 17-21, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Chelsea,Bostwick,1589,1,1,"21-14, 17-21, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Megan,Yoon,1592,1,1,"21-14, 17-21, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michell,Chavez-Valdivia,1169,2,1,"21-15, 21-15"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Madison,Mader,1174,2,1,"21-15, 21-15"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Kelsi,Pich,1595,2,0,"21-15, 21-15"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Camyrne,Sommaripa,1590,2,0,"21-15, 21-15"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Felipa,Moreno,1177,3,0,"21-16, 19-21, 15-13"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Stephanie,Garcia,1170,3,0,"21-16, 19-21, 15-13"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Ada,Nadzakova,1594,3,1,"21-16, 19-21, 15-13"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Taylor,Burke,1593,3,1,"21-16, 19-21, 15-13"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Michelle,Hawkins,1173,4,1,"19-21, 21-19, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Bree,Newton,1178,4,1,"19-21, 21-19, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Paula ,Hicks,1587,4,0,"19-21, 21-19, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Morgan,Tarpley,1596,4,0,"19-21, 21-19, 15-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Mia ,Ponce,1180,5,1,"21-9, 21-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Rio Hondo College ,Monica ,Campos,1168,5,1,"21-9, 21-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Anna,Engel,1597,5,0,"21-9, 21-7"
Community College,808,"Huntington Beach, Ca",2/23/18,Santa Monica College,Althea,Roble,1591,5,0,"21-9, 21-7"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Catherine,Serna,1799,1,1,"15-21, 21-18, 15-13"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Lauren,Schaefer,1798,1,1,"15-21, 21-18, 15-13"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Kianna,Nui,1949,1,0,"15-21, 21-18, 15-13"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Noemi,Ramos,1950,1,0,"15-21, 21-18, 15-13"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Kailyn,Case,1789,2,0,"21-11, 15-21, 16-14"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Prescilla,Gutierrez,1790,2,0,"21-11, 15-21, 16-14"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Mikayla,Seiler,1951,2,1,"21-11, 15-21, 16-14"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Phebe,Li,1952,2,1,"21-11, 15-21, 16-14"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Carlie,Ortega,1795,3,0,"22-20, 16-21, 15-12"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Andrea,Lopez,1793,3,0,"22-20, 16-21, 15-12"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Sara ,Mitchell,1954,3,1,"22-20, 16-21, 15-12"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Samantha,Ranebaugh,1953,3,1,"22-20, 16-21, 15-12"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Kristine,Perez,1796,4,1,"21-14, 21-2"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Samaria,Longstreet,1792,4,1,"21-14, 21-2"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Mary,Lozano,1955,4,0,"21-14, 21-2"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Christina,Garcia,1956,4,0,"21-14, 21-2"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Kendall,Campos,1788,5,1,"21-0, 21-0"
Community College,809,"Golden West, Ca",2/23/18,Fullerton College,Ashley,Pruitt,1797,5,1,"21-0, 21-0"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Forfeit,2,1958,5,0,"21-0, 21-0"
Community College,809,"Golden West, Ca",2/23/18,Palomar College,Forfeit,1,1957,5,0,"21-0, 21-0"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Jewel,Yandall,1618,1,1,"21-8, 22-20"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Sophia,Loiola,1615,1,1,"21-8, 22-20"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Catherine,Serna,1799,1,0,"21-8, 22-20"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Lauren,Schaefer,1798,1,0,"21-8, 22-20"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Aiko,Waters,1619,2,1,"21-8, 21-14"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Phina,Leilua,1621,2,1,"21-8, 21-14"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Kailyn,Case,1789,2,0,"21-8, 21-14"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Prescilla,Gutierrez,1790,2,0,"21-8, 21-14"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Jaylin,Motley,1628,3,1,"21-9, 21-12"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Sarah ,Dyer,1623,3,1,"21-9, 21-12"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Carlie,Ortega,1795,3,0,"21-9, 21-12"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Andrea,Lopez,1793,3,0,"21-9, 21-12"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Natasha,Dutko,1959,4,1,"21-5, 21-16"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Jossie,Tomita,1626,4,1,"21-5, 21-16"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Samaria,Longstreet,1792,4,0,"21-5, 21-16"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Kristine,Perez,1796,4,0,"21-5, 21-16"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Melissa,Euyoque,1617,5,1,"21-12, 21-12"
Community College,810," Golden West, Ca ",2/23/18,El Camino College,Kiana,Takahashi,1622,5,1,"21-12, 21-12"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Kendall,Campos,1788,5,0,"21-12, 21-12"
Community College,810," Golden West, Ca ",2/23/18,Fullerton College,Nakitta,Masoe,1794,5,0,"21-12, 21-12"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Nicole,Svoboda,1584,1,0,"21-8, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Ashtyn,Lyneis,1569,1,0,"21-8, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Kacey,Mathieson,1568,1,1,"21-8, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Jadelyn,Forgiarini,1561,1,1,"21-8, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Baylie,Dashner,1571,2,0,"22-20, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Brooke,Topliff,1579,2,0,"22-20, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Sierra,Lim,1563,2,1,"22-20, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Hannah,Del Barto,1556,2,1,"22-20, 21-13"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Alysha,Garcia,1586,3,0,"21-12, 21-17"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Marisol,Ruiz,1575,3,0,"21-12, 21-17"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Devyn,Holland,1560,3,1,"21-12, 21-17"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Rylee,Adair,1566,3,1,"21-12, 21-17"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Emily,Sundback,1574,4,0,"21-18, 21-19"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Naomi,Garcia,1573,4,0,"21-18, 21-19"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Molly,Thee,1565,4,1,"21-18, 21-19"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Hannah,Reid,1559,4,1,"21-18, 21-19"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Ashley,Schwartz,1576,5,0,"21-9, 21-16"
Community College,811,"Huntington Beach, Ca",2/23/18,College of the Desert,Aaliyah,Charley,1582,5,0,"21-9, 21-16"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Enjelica,Glatti,1555,5,1,"21-9, 21-16"
Community College,811,"Huntington Beach, Ca",2/23/18,Orange Coast College,Georgia,Grisham,1558,5,1,"21-9, 21-16"
Community College,812,"Huntington Beach, Ca",2/23/18,College of the Desert,Nicole,Svoboda,1584,1,0,"21-7, 21-17"
Community College,812,"Huntington Beach, Ca",2/23/18,College of the Desert,Ashtyn,Lyneis,1569,1,0,"21-7, 21-17"
Community College,812,"Huntington Beach, Ca",2/23/18,Riverside City College,Natalie,Escher,1688,1,1,"21-7, 21-17"
Community College,812,"Huntington Beach, Ca",2/23/18,Riverside City College,Brittney,Diffine,1685,1,1,"21-7, 21-17"
Community College,812,"Huntington Beach, Ca",2/23/18,College of the Desert,Baylie,Dashner,1571,2,0,"21-12, 21-13"
Community College,812,"Huntington Beach, Ca",2/23/18,College of the Desert,Brooke,Topliff,1579,2,0,"21-12, 21-13"
Community College,812,"Huntington Beach, Ca",2/23/18,Riverside City College,Julia,Balancier,1680,2,1,"21-12, 21-13"
Community College,812,"Huntington Beach, Ca",2/23/18,Riverside City College,Marcella,Rodriguez,1679,2,1,"21-12, 21-13"
Community College,812,"Huntington Beach, Ca",2/23/18,College of the Desert,Marisol,Ruiz,1575,3,1,"21-17, 14-21, 17-15"
